HUD frame time nsec:,16665000

Range Index,Elapsed Time, First Event,Last Event
0,31200,1,1
1,8832,16,16
2,704,29,29
3,704,42,42
4,736,55,55
5,704,68,68
6,704,81,81
7,704,94,94
8,736,107,107
9,736,120,120
10,704,133,133
11,736,146,146
12,704,176,176
13,15189504,190,190
