HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,33088,1,1
1,19456,38,38
2,1184,53,53
3,1408,68,68
4,3104,83,83
5,2272,98,98
6,736,113,113
7,704,128,128
8,7712,143,143
9,57024,158,158
10,10112,173,173
11,36896,188,188
12,736,231,231
13,14012512,248,248
