HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,28832,1,1
1,9664,25,25
2,896,33,33
3,832,41,41
4,896,49,49
5,928,56,56
6,12416,70,70
7,25088,84,84
8,7168,98,98
9,7040,112,112
10,704,126,126
11,704,140,140
12,960,154,154
13,736,168,168
14,704,182,182
15,704,196,196
16,704,210,210
17,704,236,236
18,704,271,271
19,14995232,288,288
