HUD frame time nsec:,16668000

Range Index,Elapsed Time, First Event,Last Event
0,29920,1,1
1,21696,38,38
2,736,53,53
3,3040,68,68
4,704,83,83
5,6048,98,98
6,2016,113,113
7,2240,128,128
8,736,143,143
9,128544,158,158
10,17408,173,173
11,9248,188,188
12,704,231,231
13,15246976,248,248
