HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,29536,1,1
1,11424,39,39
2,672,52,52
3,672,65,65
4,704,78,78
5,736,91,91
6,704,104,104
7,832,117,117
8,704,130,130
9,704,143,143
10,704,156,156
11,736,169,169
12,704,199,199
13,15689312,213,213
