HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,31648,1,1
1,21984,38,38
2,4000,53,53
3,3616,68,68
4,8064,83,83
5,5056,98,98
6,1856,113,113
7,1920,128,128
8,39904,143,143
9,71712,158,158
10,8640,173,173
11,36832,188,188
12,704,231,231
13,15236640,248,248
