HUD frame time nsec:,16668000

Range Index,Elapsed Time, First Event,Last Event
0,31008,1,1
1,21568,41,41
2,4064,56,56
3,3680,71,71
4,6336,86,86
5,6464,101,101
6,2112,116,116
7,2048,131,131
8,58816,146,146
9,57600,161,161
10,20512,176,176
11,19360,191,191
12,736,234,234
13,15205664,251,251
