HUD frame time nsec:,16668000

Range Index,Elapsed Time, First Event,Last Event
0,29280,1,1
1,23456,38,38
2,4096,53,53
3,3904,68,68
4,6624,83,83
5,6400,98,98
6,2112,113,113
7,2144,128,128
8,56352,143,143
9,58432,158,158
10,30368,173,173
11,10944,188,188
12,704,231,231
13,15131808,248,248
