HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,31232,1,1
1,21760,41,41
2,3360,56,56
3,4352,71,71
4,6848,86,86
5,6688,101,101
6,2016,116,116
7,2272,131,131
8,71648,146,146
9,45408,161,161
10,19168,176,176
11,21664,191,191
12,15475776,210,210
