HUD frame time nsec:,16670000

Range Index,Elapsed Time, First Event,Last Event
0,29408,1,1
1,79680,39,39
2,50944,52,52
3,10784,65,65
4,32416,78,78
5,736,91,91
6,864,104,104
7,736,117,117
8,736,130,130
9,704,143,143
10,704,156,156
11,4288,169,169
12,768,199,199
13,736,236,236
14,15009280,253,253
