HUD frame time nsec:,16669000

Range Index,Elapsed Time, First Event,Last Event
1370,704,17811,17811
1371,704,17824,17824
1372,704,17837,17837
1373,704,17850,17850
1374,704,17863,17863
1375,736,17876,17876
1376,736,17889,17889
1377,704,17902,17902
1378,736,17915,17915
1379,704,17928,17928
1380,704,17941,17941
1381,704,17954,17954
1382,704,17967,17967
1383,704,17980,17980
1384,672,17993,17993
1385,704,18006,18006
1386,672,18019,18019
1387,704,18032,18032
1388,704,18045,18045
1389,736,18058,18058
1390,704,18071,18071
1391,672,18084,18084
1392,704,18097,18097
1393,704,18110,18110
1394,704,18123,18123
1395,704,18136,18136
1396,704,18149,18149
1397,704,18162,18162
1398,704,18175,18175
1399,736,18188,18188
1400,704,18201,18201
1401,672,18214,18214
1402,704,18227,18227
1403,704,18240,18240
1404,704,18253,18253
1405,672,18266,18266
1406,704,18279,18279
1407,704,18292,18292
1408,704,18305,18305
1409,736,18318,18318
1410,704,18331,18331
1411,704,18344,18344
1412,736,18357,18357
1413,704,18370,18370
1414,704,18383,18383
1415,704,18396,18396
1416,736,18409,18409
1417,736,18422,18422
1418,704,18435,18435
1419,704,18448,18448
1420,704,18461,18461
1421,704,18474,18474
1422,704,18487,18487
1423,704,18500,18500
1424,704,18513,18513
1425,704,18526,18526
1426,704,18539,18539
1427,704,18552,18552
1428,704,18565,18565
1429,704,18578,18578
1430,736,18591,18591
1431,736,18604,18604
1432,736,18617,18617
1433,736,18630,18630
1434,704,18643,18643
1435,704,18656,18656
1436,736,18669,18669
1437,704,18682,18682
1438,704,18695,18695
1439,704,18708,18708
1440,704,18721,18721
1441,704,18734,18734
1442,704,18747,18747
1443,736,18760,18760
1444,704,18773,18773
1445,704,18786,18786
1446,704,18799,18799
1447,736,18812,18812
1448,736,18825,18825
1449,704,18838,18838
1450,928,18851,18851
1451,704,18864,18864
1452,736,18877,18877
1453,704,18890,18890
1454,704,18903,18903
1455,704,18916,18916
1456,736,18929,18929
1457,704,18942,18942
1458,704,18955,18955
1459,736,18968,18968
1460,704,18981,18981
1461,704,18994,18994
1462,768,19007,19007
1463,736,19020,19020
1464,704,19033,19033
1465,736,19046,19046
1466,960,19059,19059
1467,704,19072,19072
1468,704,19085,19085
1469,704,19098,19098
1470,704,19111,19111
1471,704,19124,19124
1472,704,19137,19137
1473,704,19150,19150
1474,704,19163,19163
1475,704,19176,19176
1476,704,19189,19189
1477,704,19202,19202
1478,736,19215,19215
1479,704,19228,19228
1480,704,19241,19241
1481,704,19254,19254
1482,704,19267,19267
1483,704,19280,19280
1484,704,19293,19293
1485,736,19306,19306
1486,704,19319,19319
1487,704,19332,19332
1488,704,19345,19345
1489,736,19358,19358
1490,704,19371,19371
1491,704,19384,19384
1492,704,19397,19397
1493,704,19410,19410
1494,736,19423,19423
1495,704,19436,19436
1496,704,19449,19449
1497,704,19462,19462
1498,736,19475,19475
1499,704,19488,19488
1500,704,19501,19501
1501,704,19514,19514
1502,736,19527,19527
1503,704,19540,19540
1504,736,19553,19553
1505,704,19566,19566
1506,704,19579,19579
1507,736,19592,19592
1508,704,19605,19605
1509,672,19618,19618
1510,768,19631,19631
1511,704,19644,19644
1512,704,19657,19657
1513,704,19670,19670
1514,736,19683,19683
1515,704,19696,19696
1516,704,19709,19709
1517,704,19722,19722
1518,672,19735,19735
1519,704,19748,19748
1520,704,19761,19761
1521,736,19774,19774
1522,704,19787,19787
1523,736,19800,19800
1524,704,19813,19813
1525,704,19826,19826
1526,736,19839,19839
1527,736,19852,19852
1528,736,19865,19865
1529,704,19878,19878
1530,704,19891,19891
1531,736,19904,19904
1532,704,19917,19917
1533,704,19930,19930
1534,736,19943,19943
1535,704,19956,19956
1536,672,19969,19969
1537,736,19982,19982
1538,672,19995,19995
1539,704,20008,20008
1540,704,20021,20021
1541,704,20034,20034
1542,704,20047,20047
1543,704,20060,20060
1544,704,20073,20073
1545,704,20086,20086
1546,736,20099,20099
1547,736,20112,20112
1548,5214016,20125,20125
1549,736,20138,20138
1550,736,20151,20151
1551,704,20164,20164
1552,704,20177,20177
1553,704,20190,20190
1554,1024,20203,20203
1555,736,20216,20216
1556,736,20229,20229
1557,704,20242,20242
1558,736,20255,20255
1559,704,20268,20268
1560,736,20281,20281
1561,800,20294,20294
1562,704,20307,20307
1563,704,20320,20320
1564,736,20333,20333
1565,704,20346,20346
1566,736,20359,20359
1567,704,20372,20372
1568,768,20385,20385
1569,704,20398,20398
1570,736,20411,20411
1571,704,20424,20424
1572,704,20437,20437
1573,704,20450,20450
1574,704,20463,20463
1575,704,20476,20476
1576,704,20489,20489
1577,704,20502,20502
1578,704,20515,20515
1579,736,20528,20528
1580,960,20541,20541
1581,736,20554,20554
1582,800,20567,20567
1583,704,20580,20580
1584,704,20593,20593
1585,864,20606,20606
1586,704,20619,20619
1587,704,20632,20632
1588,704,20645,20645
1589,704,20658,20658
1590,704,20671,20671
1591,704,20684,20684
1592,704,20697,20697
1593,704,20710,20710
1594,704,20723,20723
1595,736,20736,20736
1596,736,20749,20749
1597,736,20762,20762
1598,704,20775,20775
1599,704,20788,20788
1600,736,20801,20801
1601,704,20814,20814
1602,704,20827,20827
1603,736,20840,20840
1604,704,20853,20853
1605,736,20866,20866
1606,736,20879,20879
1607,704,20892,20892
1608,704,20905,20905
1609,704,20918,20918
1610,704,20931,20931
1611,736,20944,20944
1612,704,20957,20957
1613,736,20970,20970
1614,704,20983,20983
1615,704,20996,20996
1616,704,21009,21009
1617,704,21022,21022
1618,704,21035,21035
1619,704,21048,21048
1620,704,21061,21061
1621,736,21074,21074
1622,736,21087,21087
1623,736,21100,21100
1624,736,21113,21113
1625,704,21126,21126
1626,736,21139,21139
1627,704,21152,21152
1628,768,21165,21165
1629,704,21178,21178
1630,736,21191,21191
1631,672,21204,21204
1632,672,21217,21217
1633,736,21230,21230
1634,704,21243,21243
1635,736,21256,21256
1636,704,21269,21269
1637,704,21282,21282
1638,704,21295,21295
1639,704,21308,21308
1640,960,21321,21321
1641,704,21334,21334
1642,704,21347,21347
1643,704,21360,21360
1644,704,21373,21373
1645,704,21386,21386
1646,704,21399,21399
1647,704,21412,21412
1648,704,21425,21425
1649,704,21438,21438
1650,736,21451,21451
1651,704,21464,21464
1652,704,21477,21477
1653,704,21490,21490
1654,704,21503,21503
1655,736,21516,21516
1656,704,21529,21529
1657,704,21542,21542
1658,704,21555,21555
1659,704,21568,21568
1660,736,21581,21581
1661,704,21594,21594
1662,736,21607,21607
1663,736,21620,21620
1664,736,21633,21633
1665,736,21646,21646
1666,704,21659,21659
1667,896,21672,21672
1668,704,21685,21685
1669,736,21698,21698
1670,704,21711,21711
1671,736,21724,21724
1672,704,21737,21737
1673,736,21750,21750
1674,704,21763,21763
1675,736,21776,21776
1676,704,21789,21789
1677,704,21802,21802
1678,704,21815,21815
1679,736,21828,21828
1680,768,21841,21841
1681,736,21854,21854
1682,704,21867,21867
1683,800,21880,21880
1684,736,21893,21893
1685,704,21906,21906
1686,704,21919,21919
1687,704,21932,21932
1688,704,21945,21945
1689,704,21958,21958
1690,736,21971,21971
1691,704,21984,21984
1692,704,21997,21997
1693,704,22010,22010
1694,864,22023,22023
1695,704,22036,22036
1696,736,22049,22049
1697,704,22062,22062
1698,704,22075,22075
1699,704,22088,22088
1700,736,22101,22101
1701,704,22114,22114
1702,704,22127,22127
1703,736,22140,22140
1704,736,22153,22153
1705,704,22166,22166
1706,736,22179,22179
1707,736,22192,22192
1708,672,22205,22205
1709,736,22218,22218
1710,832,22231,22231
1711,704,22244,22244
1712,704,22257,22257
1713,704,22270,22270
1714,704,22283,22283
1715,704,22296,22296
1716,704,22309,22309
1717,672,22322,22322
1718,736,22335,22335
1719,704,22348,22348
1720,736,22361,22361
1721,704,22374,22374
1722,736,22387,22387
1723,704,22400,22400
1724,704,22413,22413
1725,704,22426,22426
1726,992,22439,22439
1727,704,22452,22452
1728,704,22465,22465
1729,736,22478,22478
1730,736,22491,22491
1731,704,22504,22504
1732,704,22517,22517
1733,704,22530,22530
1734,704,22543,22543
1735,704,22556,22556
1736,704,22569,22569
1737,736,22582,22582
1738,704,22595,22595
1739,704,22608,22608
1740,736,22621,22621
1741,704,22634,22634
1742,704,22647,22647
1743,736,22660,22660
1744,704,22673,22673
1745,736,22686,22686
1746,704,22699,22699
1747,704,22712,22712
1748,704,22725,22725
1749,896,22738,22738
1750,704,22751,22751
1751,704,22764,22764
1752,736,22777,22777
1753,800,22790,22790
1754,704,22803,22803
1755,704,22816,22816
1756,704,22829,22829
1757,704,22842,22842
1758,704,22855,22855
1759,704,22868,22868
1760,704,22881,22881
1761,704,22894,22894
1762,736,22907,22907
1763,704,22920,22920
1764,704,22933,22933
1765,672,22946,22946
1766,704,22959,22959
1767,704,22972,22972
1768,704,22985,22985
1769,704,22998,22998
1770,704,23011,23011
1771,736,23024,23024
1772,672,23037,23037
1773,736,23050,23050
1774,704,23063,23063
1775,704,23076,23076
1776,704,23089,23089
1777,704,23102,23102
1778,736,23115,23115
1779,704,23128,23128
1780,928,23141,23141
1781,704,23154,23154
1782,704,23167,23167
1783,736,23180,23180
1784,704,23193,23193
1785,736,23206,23206
1786,704,23219,23219
1787,704,23232,23232
1788,736,23245,23245
1789,736,23258,23258
1790,704,23271,23271
1791,736,23284,23284
1792,736,23297,23297
1793,704,23310,23310
1794,704,23323,23323
1795,704,23336,23336
1796,704,23349,23349
1797,704,23362,23362
1798,704,23375,23375
1799,736,23388,23388
1800,704,23401,23401
1801,704,23414,23414
1802,704,23427,23427
1803,704,23440,23440
1804,736,23453,23453
1805,704,23466,23466
1806,704,23479,23479
1807,960,23492,23492
1808,704,23505,23505
1809,736,23518,23518
1810,704,23531,23531
1811,736,23544,23544
1812,704,23557,23557
1813,704,23570,23570
1814,704,23583,23583
1815,704,23596,23596
1816,736,23609,23609
1817,672,23622,23622
1818,768,23635,23635
1819,736,23648,23648
1820,704,23661,23661
1821,704,23674,23674
1822,704,23687,23687
1823,768,23700,23700
1824,736,23713,23713
1825,704,23726,23726
1826,736,23739,23739
1827,704,23752,23752
1828,704,23765,23765
1829,768,23778,23778
1830,736,23791,23791
1831,736,23804,23804
1832,736,23817,23817
1833,704,23830,23830
1834,704,23843,23843
1835,736,23856,23856
1836,704,23869,23869
1837,704,23882,23882
1838,704,23895,23895
1839,736,23908,23908
1840,704,23921,23921
1841,704,23934,23934
1842,704,23947,23947
1843,736,23960,23960
1844,736,23973,23973
1845,704,23986,23986
1846,736,23999,23999
1847,704,24012,24012
1848,704,24025,24025
1849,736,24038,24038
1850,704,24051,24051
1851,736,24064,24064
1852,704,24077,24077
1853,736,24090,24090
1854,704,24103,24103
1855,704,24116,24116
1856,736,24129,24129
1857,736,24142,24142
1858,736,24155,24155
1859,736,24168,24168
1860,704,24181,24181
1861,704,24194,24194
1862,704,24207,24207
1863,736,24220,24220
1864,704,24233,24233
1865,704,24246,24246
1866,736,24259,24259
1867,704,24272,24272
1868,704,24285,24285
1869,704,24298,24298
1870,736,24311,24311
1871,704,24324,24324
1872,704,24337,24337
1873,704,24350,24350
1874,704,24363,24363
1875,736,24376,24376
1876,736,24389,24389
1877,736,24402,24402
1878,736,24415,24415
1879,704,24428,24428
1880,736,24441,24441
1881,736,24454,24454
1882,704,24467,24467
1883,704,24480,24480
1884,704,24493,24493
1885,736,24506,24506
1886,672,24519,24519
1887,736,24532,24532
1888,704,24545,24545
1889,704,24558,24558
1890,704,24571,24571
1891,704,24584,24584
1892,736,24597,24597
1893,704,24610,24610
1894,704,24623,24623
1895,704,24636,24636
1896,704,24649,24649
1897,704,24662,24662
1898,704,24675,24675
1899,736,24688,24688
1900,736,24701,24701
1901,704,24714,24714
1902,704,24727,24727
1903,704,24740,24740
1904,704,24753,24753
1905,704,24766,24766
1906,672,24779,24779
1907,704,24792,24792
1908,704,24805,24805
1909,704,24818,24818
1910,704,24831,24831
1911,704,24844,24844
1912,736,24857,24857
1913,704,24870,24870
1914,736,24883,24883
1915,704,24896,24896
1916,736,24909,24909
1917,736,24922,24922
1918,736,24935,24935
1919,736,24948,24948
1920,704,24961,24961
1921,704,24974,24974
1922,704,24987,24987
1923,736,25000,25000
1924,704,25013,25013
1925,704,25026,25026
1926,704,25039,25039
1927,704,25052,25052
1928,736,25065,25065
1929,736,25078,25078
1930,704,25091,25091
1931,704,25104,25104
1932,704,25117,25117
1933,704,25130,25130
1934,672,25143,25143
1935,704,25156,25156
1936,736,25169,25169
1937,704,25182,25182
1938,704,25195,25195
1939,736,25208,25208
1940,704,25221,25221
1941,704,25234,25234
1942,704,25247,25247
1943,704,25260,25260
1944,704,25273,25273
1945,736,25286,25286
1946,704,25299,25299
1947,704,25312,25312
1948,704,25325,25325
1949,704,25338,25338
1950,704,25351,25351
1951,736,25364,25364
1952,704,25377,25377
1953,704,25390,25390
1954,704,25403,25403
1955,704,25416,25416
1956,736,25429,25429
1957,704,25442,25442
1958,704,25455,25455
1959,704,25468,25468
1960,704,25481,25481
1961,704,25494,25494
1962,736,25507,25507
1963,736,25520,25520
1964,736,25533,25533
1965,704,25546,25546
1966,704,25559,25559
1967,704,25572,25572
1968,736,25585,25585
1969,704,25598,25598
1970,736,25611,25611
1971,704,25624,25624
1972,672,25637,25637
1973,672,25650,25650
1974,704,25663,25663
1975,672,25676,25676
1976,704,25689,25689
1977,704,25702,25702
1978,704,25715,25715
1979,704,25728,25728
1980,928,25741,25741
1981,704,25754,25754
1982,704,25767,25767
1983,704,25780,25780
1984,704,25793,25793
1985,672,25806,25806
1986,736,25819,25819
1987,704,25832,25832
1988,704,25845,25845
1989,704,25858,25858
1990,704,25871,25871
1991,704,25884,25884
1992,704,25897,25897
1993,736,25910,25910
1994,704,25923,25923
1995,736,25936,25936
1996,704,25949,25949
1997,704,25962,25962
1998,704,25975,25975
1999,704,25988,25988
2000,704,26001,26001
2001,736,26014,26014
2002,704,26027,26027
2003,704,26040,26040
2004,704,26053,26053
2005,704,26066,26066
2006,704,26079,26079
2007,704,26092,26092
2008,704,26105,26105
2009,704,26118,26118
2010,704,26131,26131
2011,704,26144,26144
2012,704,26157,26157
2013,704,26170,26170
2014,704,26183,26183
2015,704,26196,26196
2016,672,26209,26209
2017,704,26222,26222
2018,704,26235,26235
2019,672,26248,26248
2020,736,26261,26261
2021,736,26274,26274
2022,736,26287,26287
2023,704,26300,26300
2024,992,26313,26313
2025,704,26326,26326
2026,704,26339,26339
2027,704,26352,26352
2028,704,26365,26365
2029,704,26378,26378
2030,704,26391,26391
2031,704,26404,26404
2032,704,26417,26417
2033,736,26430,26430
2034,704,26443,26443
2035,960,26456,26456
2036,704,26469,26469
2037,704,26482,26482
2038,736,26495,26495
2039,704,26508,26508
2040,704,26521,26521
2041,704,26534,26534
2042,704,26547,26547
2043,672,26560,26560
2044,704,26573,26573
2045,704,26586,26586
2046,704,26599,26599
2047,704,26612,26612
2048,704,26625,26625
2049,704,26638,26638
2050,704,26651,26651
2051,704,26664,26664
2052,704,26677,26677
2053,736,26690,26690
2054,704,26703,26703
2055,704,26716,26716
2056,736,26729,26729
2057,704,26742,26742
2058,736,26755,26755
2059,736,26768,26768
2060,704,26781,26781
2061,704,26794,26794
2062,704,26807,26807
2063,704,26820,26820
2064,704,26833,26833
2065,704,26846,26846
2066,704,26859,26859
2067,704,26872,26872
2068,704,26885,26885
2069,704,26898,26898
2070,736,26911,26911
2071,704,26924,26924
2072,704,26937,26937
2073,672,26950,26950
2074,704,26963,26963
2075,704,26976,26976
2076,736,26989,26989
2077,704,27002,27002
2078,704,27015,27015
2079,704,27028,27028
2080,704,27041,27041
2081,704,27054,27054
2082,704,27067,27067
2083,704,27080,27080
2084,736,27093,27093
2085,704,27106,27106
2086,704,27119,27119
2087,704,27132,27132
2088,736,27145,27145
2089,864,27158,27158
2090,704,27171,27171
2091,704,27184,27184
2092,704,27197,27197
2093,672,27210,27210
2094,704,27223,27223
2095,704,27236,27236
2096,704,27249,27249
2097,736,27262,27262
2098,736,27275,27275
2099,736,27288,27288
2100,704,27301,27301
2101,704,27314,27314
2102,704,27327,27327
2103,672,27340,27340
2104,704,27353,27353
2105,704,27366,27366
2106,704,27379,27379
2107,704,27392,27392
2108,704,27405,27405
2109,704,27418,27418
2110,704,27431,27431
2111,736,27444,27444
2112,704,27457,27457
2113,704,27470,27470
2114,704,27483,27483
2115,704,27496,27496
2116,704,27509,27509
2117,704,27522,27522
2118,736,27535,27535
2119,736,27548,27548
2120,704,27561,27561
2121,704,27574,27574
2122,704,27587,27587
2123,704,27600,27600
2124,672,27613,27613
2125,672,27626,27626
2126,704,27639,27639
2127,704,27652,27652
2128,704,27665,27665
2129,736,27678,27678
2130,704,27691,27691
2131,704,27704,27704
2132,704,27717,27717
2133,736,27730,27730
2134,704,27743,27743
2135,704,27756,27756
2136,704,27769,27769
2137,704,27782,27782
2138,736,27795,27795
2139,704,27808,27808
2140,736,27821,27821
2141,736,27834,27834
2142,704,27847,27847
2143,736,27860,27860
2144,704,27873,27873
2145,704,27886,27886
2146,672,27899,27899
2147,736,27912,27912
2148,736,27925,27925
2149,992,27938,27938
2150,736,27951,27951
2151,736,27964,27964
2152,736,27977,27977
2153,704,27990,27990
2154,736,28003,28003
2155,736,28016,28016
2156,736,28029,28029
2157,736,28042,28042
2158,704,28055,28055
2159,736,28068,28068
2160,736,28081,28081
2161,704,28094,28094
2162,704,28107,28107
2163,704,28120,28120
2164,704,28133,28133
2165,704,28146,28146
2166,672,28159,28159
2167,704,28172,28172
2168,704,28185,28185
2169,704,28198,28198
2170,704,28211,28211
2171,704,28224,28224
2172,704,28237,28237
2173,736,28250,28250
2174,704,28263,28263
2175,704,28276,28276
2176,928,28289,28289
2177,736,28302,28302
2178,704,28315,28315
2179,704,28328,28328
2180,704,28341,28341
2181,704,28354,28354
2182,704,28367,28367
2183,704,28380,28380
2184,704,28393,28393
2185,704,28406,28406
2186,704,28419,28419
2187,704,28432,28432
2188,704,28445,28445
2189,704,28458,28458
2190,704,28471,28471
2191,704,28484,28484
2192,672,28497,28497
2193,736,28510,28510
2194,704,28523,28523
2195,704,28536,28536
2196,736,28549,28549
2197,736,28562,28562
2198,704,28575,28575
2199,736,28588,28588
2200,736,28601,28601
2201,736,28614,28614
2202,736,28627,28627
2203,800,28640,28640
2204,704,28653,28653
2205,736,28666,28666
2206,736,28679,28679
2207,704,28692,28692
2208,704,28705,28705
2209,736,28718,28718
2210,704,28731,28731
2211,736,28744,28744
2212,704,28757,28757
2213,704,28770,28770
2214,704,28783,28783
2215,736,28796,28796
2216,704,28809,28809
2217,672,28822,28822
2218,704,28835,28835
2219,704,28848,28848
2220,704,28861,28861
2221,704,28874,28874
2222,736,28887,28887
2223,704,28900,28900
2224,704,28913,28913
2225,704,28926,28926
2226,704,28939,28939
2227,704,28952,28952
2228,704,28965,28965
2229,704,28978,28978
2230,736,28991,28991
2231,704,29004,29004
2232,736,29017,29017
2233,704,29030,29030
2234,704,29043,29043
2235,736,29056,29056
2236,768,29069,29069
2237,704,29082,29082
2238,704,29095,29095
2239,704,29108,29108
2240,736,29121,29121
2241,736,29134,29134
2242,736,29147,29147
2243,704,29160,29160
2244,736,29173,29173
2245,704,29186,29186
2246,704,29199,29199
2247,768,29212,29212
2248,736,29225,29225
2249,704,29238,29238
2250,704,29251,29251
2251,704,29264,29264
2252,704,29277,29277
2253,736,29290,29290
2254,736,29303,29303
2255,704,29316,29316
2256,768,29329,29329
2257,672,29342,29342
2258,704,29355,29355
2259,704,29368,29368
2260,736,29381,29381
2261,736,29394,29394
2262,736,29407,29407
2263,896,29420,29420
2264,736,29433,29433
2265,704,29446,29446
2266,704,29459,29459
2267,704,29472,29472
2268,704,29485,29485
2269,704,29498,29498
2270,704,29511,29511
2271,704,29524,29524
2272,704,29537,29537
2273,704,29550,29550
2274,832,29563,29563
2275,704,29576,29576
2276,704,29589,29589
2277,704,29602,29602
2278,704,29615,29615
2279,704,29628,29628
2280,704,29641,29641
2281,704,29654,29654
2282,672,29667,29667
2283,704,29680,29680
2284,704,29693,29693
2285,768,29706,29706
2286,704,29719,29719
2287,704,29732,29732
2288,704,29745,29745
2289,704,29758,29758
2290,704,29771,29771
2291,704,29784,29784
2292,672,29797,29797
2293,704,29810,29810
2294,704,29823,29823
2295,736,29836,29836
2296,704,29849,29849
2297,704,29862,29862
2298,704,29875,29875
2299,736,29888,29888
2300,704,29901,29901
2301,672,29914,29914
2302,736,29927,29927
2303,672,29940,29940
2304,704,29953,29953
2305,704,29966,29966
2306,704,29979,29979
2307,768,29992,29992
2308,736,30005,30005
2309,704,30018,30018
2310,704,30031,30031
2311,736,30044,30044
2312,704,30057,30057
2313,736,30070,30070
2314,736,30083,30083
2315,704,30096,30096
2316,704,30109,30109
2317,704,30122,30122
2318,704,30135,30135
2319,704,30148,30148
2320,736,30161,30161
2321,704,30174,30174
2322,704,30187,30187
2323,736,30200,30200
2324,704,30213,30213
2325,704,30226,30226
2326,768,30239,30239
2327,736,30252,30252
2328,704,30265,30265
2329,672,30278,30278
2330,704,30291,30291
2331,704,30304,30304
2332,704,30317,30317
2333,704,30330,30330
2334,736,30343,30343
2335,704,30356,30356
2336,704,30369,30369
2337,704,30382,30382
2338,704,30395,30395
2339,736,30408,30408
2340,704,30421,30421
2341,736,30434,30434
2342,704,30447,30447
2343,736,30460,30460
2344,704,30473,30473
2345,704,30486,30486
2346,704,30499,30499
2347,736,30512,30512
2348,736,30525,30525
2349,736,30538,30538
2350,704,30551,30551
2351,704,30564,30564
2352,704,30577,30577
2353,672,30590,30590
2354,704,30603,30603
2355,736,30616,30616
2356,864,30629,30629
2357,704,30642,30642
2358,704,30655,30655
2359,704,30668,30668
2360,704,30681,30681
2361,704,30694,30694
2362,704,30707,30707
2363,736,30720,30720
2364,704,30733,30733
2365,736,30746,30746
2366,704,30759,30759
2367,896,30772,30772
2368,704,30785,30785
2369,736,30798,30798
2370,704,30811,30811
2371,704,30824,30824
2372,704,30837,30837
2373,704,30850,30850
2374,736,30863,30863
2375,704,30876,30876
2376,736,30889,30889
2377,704,30902,30902
2378,704,30915,30915
2379,736,30928,30928
2380,704,30941,30941
2381,704,30954,30954
2382,736,30967,30967
2383,704,30980,30980
2384,704,30993,30993
2385,736,31006,31006
2386,704,31019,31019
2387,736,31032,31032
2388,704,31045,31045
2389,704,31058,31058
2390,704,31071,31071
2391,704,31084,31084
2392,704,31097,31097
2393,704,31110,31110
2394,736,31123,31123
2395,704,31136,31136
2396,736,31149,31149
2397,704,31162,31162
2398,736,31175,31175
2399,736,31188,31188
2400,704,31201,31201
2401,704,31214,31214
2402,704,31227,31227
2403,736,31240,31240
2404,704,31253,31253
2405,704,31266,31266
2406,736,31279,31279
2407,704,31292,31292
2408,736,31305,31305
2409,736,31318,31318
2410,704,31331,31331
2411,672,31344,31344
2412,704,31357,31357
2413,704,31370,31370
2414,704,31383,31383
2415,704,31396,31396
2416,736,31409,31409
2417,736,31422,31422
2418,704,31435,31435
2419,736,31448,31448
2420,704,31461,31461
2421,864,31474,31474
2422,736,31487,31487
2423,704,31500,31500
2424,704,31513,31513
2425,704,31526,31526
2426,704,31539,31539
2427,704,31552,31552
2428,704,31565,31565
2429,704,31578,31578
2430,704,31591,31591
2431,736,31604,31604
2432,704,31617,31617
2433,704,31630,31630
2434,704,31643,31643
2435,4898336,31656,31656
2436,704,31669,31669
2437,704,31682,31682
2438,864,31695,31695
2439,736,31708,31708
2440,736,31721,31721
2441,736,31734,31734
2442,736,31747,31747
2443,736,31760,31760
2444,704,31773,31773
2445,704,31786,31786
2446,864,31799,31799
2447,704,31812,31812
2448,736,31825,31825
2449,704,31838,31838
2450,704,31851,31851
2451,736,31864,31864
2452,704,31877,31877
2453,768,31890,31890
2454,736,31903,31903
2455,704,31916,31916
2456,736,31929,31929
2457,704,31942,31942
2458,704,31955,31955
2459,704,31968,31968
2460,704,31981,31981
2461,704,31994,31994
2462,704,32007,32007
2463,736,32020,32020
2464,704,32033,32033
2465,736,32046,32046
2466,736,32059,32059
2467,704,32072,32072
2468,768,32085,32085
2469,704,32098,32098
2470,704,32111,32111
2471,832,32124,32124
2472,704,32137,32137
2473,736,32150,32150
2474,704,32163,32163
2475,704,32176,32176
2476,704,32189,32189
2477,704,32202,32202
2478,704,32215,32215
2479,736,32228,32228
2480,736,32241,32241
2481,736,32254,32254
2482,704,32267,32267
2483,704,32280,32280
2484,704,32293,32293
2485,704,32306,32306
2486,704,32319,32319
2487,704,32332,32332
2488,704,32345,32345
2489,768,32358,32358
2490,896,32371,32371
2491,704,32384,32384
2492,800,32397,32397
2493,736,32410,32410
2494,704,32423,32423
2495,864,32436,32436
2496,704,32449,32449
2497,736,32462,32462
2498,704,32475,32475
2499,704,32488,32488
2500,736,32501,32501
2501,704,32514,32514
2502,704,32527,32527
2503,736,32540,32540
2504,736,32553,32553
2505,704,32566,32566
2506,704,32579,32579
2507,704,32592,32592
2508,704,32605,32605
2509,704,32618,32618
2510,704,32631,32631
2511,704,32644,32644
2512,704,32657,32657
2513,672,32670,32670
2514,704,32683,32683
2515,704,32696,32696
2516,704,32709,32709
2517,704,32722,32722
2518,704,32735,32735
2519,704,32748,32748
2520,736,32761,32761
2521,704,32774,32774
2522,704,32787,32787
2523,704,32800,32800
2524,704,32813,32813
2525,704,32826,32826
2526,736,32839,32839
2527,704,32852,32852
2528,704,32865,32865
2529,704,32878,32878
2530,704,32891,32891
2531,704,32904,32904
2532,704,32917,32917
2533,736,32930,32930
2534,704,32943,32943
2535,736,32956,32956
2536,704,32969,32969
2537,704,32982,32982
2538,704,32995,32995
2539,736,33008,33008
2540,704,33021,33021
2541,704,33034,33034
2542,704,33047,33047
2543,704,33060,33060
2544,704,33073,33073
2545,704,33086,33086
2546,704,33099,33099
2547,736,33112,33112
2548,704,33125,33125
2549,704,33138,33138
2550,704,33151,33151
2551,704,33164,33164
2552,704,33177,33177
2553,736,33190,33190
2554,704,33203,33203
2555,704,33216,33216
2556,736,33229,33229
2557,704,33242,33242
2558,704,33255,33255
2559,704,33268,33268
2560,704,33281,33281
2561,736,33294,33294
2562,704,33307,33307
2563,736,33320,33320
2564,800,33333,33333
2565,736,33346,33346
2566,704,33359,33359
2567,736,33372,33372
2568,704,33385,33385
2569,704,33398,33398
2570,736,33411,33411
2571,704,33424,33424
2572,704,33437,33437
2573,704,33450,33450
2574,704,33463,33463
2575,736,33476,33476
2576,704,33489,33489
2577,704,33502,33502
2578,704,33515,33515
2579,704,33528,33528
2580,960,33541,33541
2581,704,33554,33554
2582,704,33567,33567
2583,704,33580,33580
2584,736,33593,33593
2585,704,33606,33606
2586,736,33619,33619
2587,704,33632,33632
2588,704,33645,33645
2589,704,33658,33658
2590,736,33671,33671
2591,704,33684,33684
2592,704,33697,33697
2593,704,33710,33710
2594,736,33723,33723
2595,704,33736,33736
2596,928,33749,33749
2597,736,33762,33762
2598,704,33775,33775
2599,704,33788,33788
2600,704,33801,33801
2601,704,33814,33814
2602,704,33827,33827
2603,736,33840,33840
2604,736,33853,33853
2605,736,33866,33866
2606,736,33879,33879
2607,704,33892,33892
2608,704,33905,33905
2609,704,33918,33918
2610,736,33931,33931
2611,704,33944,33944
2612,896,33957,33957
2613,736,33970,33970
2614,736,33983,33983
2615,704,33996,33996
2616,704,34009,34009
2617,704,34022,34022
2618,704,34035,34035
2619,672,34048,34048
2620,704,34061,34061
2621,704,34074,34074
2622,704,34087,34087
2623,832,34100,34100
2624,704,34113,34113
2625,704,34126,34126
2626,704,34139,34139
2627,704,34152,34152
2628,672,34165,34165
2629,736,34178,34178
2630,704,34191,34191
2631,704,34204,34204
2632,736,34217,34217
2633,704,34230,34230
2634,704,34243,34243
2635,704,34256,34256
2636,704,34269,34269
2637,704,34282,34282
