HUD frame time nsec:,16669000

Range Index,Elapsed Time, First Event,Last Event
115,704,1496,1496
116,704,1509,1509
117,704,1522,1522
118,736,1535,1535
119,704,1548,1548
120,704,1561,1561
121,704,1574,1574
122,704,1587,1587
123,704,1600,1600
124,704,1613,1613
125,704,1626,1626
126,704,1639,1639
127,704,1652,1652
128,736,1665,1665
129,704,1678,1678
130,704,1691,1691
131,704,1704,1704
132,704,1717,1717
133,704,1730,1730
134,704,1743,1743
135,704,1756,1756
136,704,1769,1769
137,704,1782,1782
138,704,1795,1795
139,704,1808,1808
140,704,1821,1821
141,704,1834,1834
142,704,1847,1847
143,704,1860,1860
144,704,1873,1873
145,704,1886,1886
146,704,1899,1899
147,704,1912,1912
148,896,1925,1925
149,736,1938,1938
150,736,1951,1951
151,704,1964,1964
152,704,1977,1977
153,736,1990,1990
154,864,2003,2003
155,704,2016,2016
156,704,2029,2029
157,704,2042,2042
158,704,2055,2055
159,704,2068,2068
160,704,2081,2081
161,704,2094,2094
162,704,2107,2107
163,704,2120,2120
164,800,2133,2133
165,736,2146,2146
166,704,2159,2159
167,736,2172,2172
168,704,2185,2185
169,704,2198,2198
170,704,2211,2211
171,704,2224,2224
172,704,2237,2237
173,704,2250,2250
174,736,2263,2263
175,768,2276,2276
176,704,2289,2289
177,704,2302,2302
178,704,2315,2315
179,672,2328,2328
180,704,2341,2341
181,736,2354,2354
182,704,2367,2367
183,704,2380,2380
184,672,2393,2393
185,704,2406,2406
186,704,2419,2419
187,704,2432,2432
188,704,2445,2445
189,704,2458,2458
190,704,2471,2471
191,704,2484,2484
192,736,2497,2497
193,704,2510,2510
194,736,2523,2523
195,704,2536,2536
196,704,2549,2549
197,736,2562,2562
198,736,2575,2575
199,704,2588,2588
200,704,2601,2601
201,704,2614,2614
202,672,2627,2627
203,704,2640,2640
204,704,2653,2653
205,704,2666,2666
206,704,2679,2679
207,704,2692,2692
208,672,2705,2705
209,832,2718,2718
210,704,2731,2731
211,672,2744,2744
212,704,2757,2757
213,864,2770,2770
214,736,2783,2783
215,704,2796,2796
216,704,2809,2809
217,736,2822,2822
218,960,2835,2835
219,704,2848,2848
220,736,2861,2861
221,736,2874,2874
222,704,2887,2887
223,704,2900,2900
224,736,2913,2913
225,736,2926,2926
226,704,2939,2939
227,736,2952,2952
228,704,2965,2965
229,704,2978,2978
230,704,2991,2991
231,736,3004,3004
232,736,3017,3017
233,704,3030,3030
234,704,3043,3043
235,704,3056,3056
236,704,3069,3069
237,736,3082,3082
238,704,3095,3095
239,704,3108,3108
240,832,3121,3121
241,704,3134,3134
242,704,3147,3147
243,704,3160,3160
244,704,3173,3173
245,960,3186,3186
246,736,3199,3199
247,736,3212,3212
248,736,3225,3225
249,704,3238,3238
250,704,3251,3251
251,704,3264,3264
252,704,3277,3277
253,704,3290,3290
254,672,3303,3303
255,704,3316,3316
256,704,3329,3329
257,704,3342,3342
258,704,3355,3355
259,736,3368,3368
260,704,3381,3381
261,960,3394,3394
262,704,3407,3407
263,736,3420,3420
264,704,3433,3433
265,704,3446,3446
266,704,3459,3459
267,704,3472,3472
268,704,3485,3485
269,704,3498,3498
270,736,3511,3511
271,704,3524,3524
272,704,3537,3537
273,704,3550,3550
274,736,3563,3563
275,736,3576,3576
276,704,3589,3589
277,960,3602,3602
278,672,3615,3615
279,704,3628,3628
280,704,3641,3641
281,736,3654,3654
282,704,3667,3667
283,704,3680,3680
284,736,3693,3693
285,704,3706,3706
286,704,3719,3719
287,704,3732,3732
288,736,3745,3745
289,704,3758,3758
290,704,3771,3771
291,704,3784,3784
292,704,3797,3797
293,704,3810,3810
294,704,3823,3823
295,736,3836,3836
296,768,3849,3849
297,704,3862,3862
298,704,3875,3875
299,672,3888,3888
300,736,3901,3901
301,704,3914,3914
302,704,3927,3927
303,736,3940,3940
304,768,3953,3953
305,736,3966,3966
306,704,3979,3979
307,736,3992,3992
308,736,4005,4005
309,704,4018,4018
310,704,4031,4031
311,704,4044,4044
312,704,4057,4057
313,704,4070,4070
314,704,4083,4083
315,704,4096,4096
316,704,4109,4109
317,704,4122,4122
318,704,4135,4135
319,704,4148,4148
320,928,4161,4161
321,704,4174,4174
322,704,4187,4187
323,704,4200,4200
324,704,4213,4213
325,768,4226,4226
326,736,4239,4239
327,736,4252,4252
328,704,4265,4265
329,704,4278,4278
330,704,4291,4291
331,704,4304,4304
332,704,4317,4317
333,704,4330,4330
334,704,4343,4343
335,704,4356,4356
336,800,4369,4369
337,704,4382,4382
338,704,4395,4395
339,704,4408,4408
340,704,4421,4421
341,704,4434,4434
342,704,4447,4447
343,704,4460,4460
344,704,4473,4473
345,704,4486,4486
346,704,4499,4499
347,832,4512,4512
348,736,4525,4525
349,736,4538,4538
350,704,4551,4551
351,704,4564,4564
352,704,4577,4577
353,736,4590,4590
354,704,4603,4603
355,704,4616,4616
356,704,4629,4629
357,736,4642,4642
358,704,4655,4655
359,736,4668,4668
360,704,4681,4681
361,704,4694,4694
362,704,4707,4707
363,704,4720,4720
364,704,4733,4733
365,704,4746,4746
366,704,4759,4759
367,736,4772,4772
368,736,4785,4785
369,736,4798,4798
370,736,4811,4811
371,704,4824,4824
372,736,4837,4837
373,704,4850,4850
374,736,4863,4863
375,704,4876,4876
376,736,4889,4889
377,704,4902,4902
378,704,4915,4915
379,960,4928,4928
380,704,4941,4941
381,736,4954,4954
382,736,4967,4967
383,704,4980,4980
384,800,4993,4993
385,704,5006,5006
386,736,5019,5019
387,736,5032,5032
388,704,5045,5045
389,704,5058,5058
390,736,5071,5071
391,800,5084,5084
392,704,5097,5097
393,704,5110,5110
394,704,5123,5123
395,704,5136,5136
396,736,5149,5149
397,736,5162,5162
398,704,5175,5175
399,672,5188,5188
400,960,5201,5201
401,704,5214,5214
402,736,5227,5227
403,704,5240,5240
404,704,5253,5253
405,704,5266,5266
406,704,5279,5279
407,704,5292,5292
408,704,5305,5305
409,704,5318,5318
410,704,5331,5331
411,704,5344,5344
412,768,5357,5357
413,736,5370,5370
414,704,5383,5383
415,704,5396,5396
416,672,5409,5409
417,704,5422,5422
418,672,5435,5435
419,704,5448,5448
420,704,5461,5461
421,704,5474,5474
422,704,5487,5487
423,704,5500,5500
424,704,5513,5513
425,704,5526,5526
426,704,5539,5539
427,704,5552,5552
428,704,5565,5565
429,704,5578,5578
430,704,5591,5591
431,704,5604,5604
432,704,5617,5617
433,736,5630,5630
434,736,5643,5643
435,704,5656,5656
436,704,5669,5669
437,704,5682,5682
438,672,5695,5695
439,800,5708,5708
440,736,5721,5721
441,704,5734,5734
442,704,5747,5747
443,704,5760,5760
444,704,5773,5773
445,704,5786,5786
446,736,5799,5799
447,704,5812,5812
448,736,5825,5825
449,704,5838,5838
450,704,5851,5851
451,704,5864,5864
452,704,5877,5877
453,704,5890,5890
454,832,5903,5903
455,704,5916,5916
456,704,5929,5929
457,704,5942,5942
458,736,5955,5955
459,704,5968,5968
460,800,5981,5981
461,704,5994,5994
462,704,6007,6007
463,704,6020,6020
464,704,6033,6033
465,704,6046,6046
466,672,6059,6059
467,704,6072,6072
468,704,6085,6085
469,672,6098,6098
470,704,6111,6111
471,704,6124,6124
472,704,6137,6137
473,704,6150,6150
474,672,6163,6163
475,704,6176,6176
476,672,6189,6189
477,736,6202,6202
478,704,6215,6215
479,736,6228,6228
480,704,6241,6241
481,736,6254,6254
482,704,6267,6267
483,704,6280,6280
484,736,6293,6293
485,704,6306,6306
486,704,6319,6319
487,768,6332,6332
488,736,6345,6345
489,672,6358,6358
490,704,6371,6371
491,704,6384,6384
492,704,6397,6397
493,704,6410,6410
494,704,6423,6423
495,704,6436,6436
496,704,6449,6449
497,704,6462,6462
498,704,6475,6475
499,704,6488,6488
500,704,6501,6501
501,704,6514,6514
502,672,6527,6527
503,704,6540,6540
504,704,6553,6553
505,672,6566,6566
506,704,6579,6579
507,704,6592,6592
508,736,6605,6605
509,704,6618,6618
510,704,6631,6631
511,704,6644,6644
512,736,6657,6657
513,704,6670,6670
514,672,6683,6683
515,736,6696,6696
516,736,6709,6709
517,704,6722,6722
518,704,6735,6735
519,736,6748,6748
520,704,6761,6761
521,736,6774,6774
522,704,6787,6787
523,704,6800,6800
524,736,6813,6813
525,704,6826,6826
526,704,6839,6839
527,704,6852,6852
528,704,6865,6865
529,736,6878,6878
530,896,6891,6891
531,736,6904,6904
532,736,6917,6917
533,704,6930,6930
534,704,6943,6943
535,736,6956,6956
536,704,6969,6969
537,704,6982,6982
538,704,6995,6995
539,736,7008,7008
540,736,7021,7021
541,736,7034,7034
542,704,7047,7047
543,704,7060,7060
544,736,7073,7073
545,736,7086,7086
546,736,7099,7099
547,704,7112,7112
548,704,7125,7125
549,704,7138,7138
550,736,7151,7151
551,736,7164,7164
552,736,7177,7177
553,704,7190,7190
554,704,7203,7203
555,704,7216,7216
556,736,7229,7229
557,992,7242,7242
558,704,7255,7255
559,704,7268,7268
560,736,7281,7281
561,704,7294,7294
562,736,7307,7307
563,736,7320,7320
564,736,7333,7333
565,704,7346,7346
566,704,7359,7359
567,736,7372,7372
568,736,7385,7385
569,704,7398,7398
570,736,7411,7411
571,736,7424,7424
572,704,7437,7437
573,704,7450,7450
574,736,7463,7463
575,704,7476,7476
576,736,7489,7489
577,736,7502,7502
578,672,7515,7515
579,704,7528,7528
580,704,7541,7541
581,704,7554,7554
582,736,7567,7567
583,704,7580,7580
584,704,7593,7593
585,704,7606,7606
586,736,7619,7619
587,704,7632,7632
588,704,7645,7645
589,704,7658,7658
590,704,7671,7671
591,704,7684,7684
592,704,7697,7697
593,704,7710,7710
594,704,7723,7723
595,736,7736,7736
596,704,7749,7749
597,736,7762,7762
598,704,7775,7775
599,704,7788,7788
600,736,7801,7801
601,768,7814,7814
602,704,7827,7827
603,736,7840,7840
604,704,7853,7853
605,736,7866,7866
606,736,7879,7879
607,736,7892,7892
608,768,7905,7905
609,704,7918,7918
610,704,7931,7931
611,736,7944,7944
612,704,7957,7957
613,704,7970,7970
614,736,7983,7983
615,704,7996,7996
616,736,8009,8009
617,736,8022,8022
618,736,8035,8035
619,736,8048,8048
620,704,8061,8061
621,736,8074,8074
622,704,8087,8087
623,704,8100,8100
624,704,8113,8113
625,704,8126,8126
626,704,8139,8139
627,704,8152,8152
628,736,8165,8165
629,704,8178,8178
630,704,8191,8191
631,736,8204,8204
632,704,8217,8217
633,704,8230,8230
634,704,8243,8243
635,672,8256,8256
636,736,8269,8269
637,704,8282,8282
638,960,8295,8295
639,736,8308,8308
640,704,8321,8321
641,704,8334,8334
642,704,8347,8347
643,704,8360,8360
644,736,8373,8373
645,704,8386,8386
646,704,8399,8399
647,736,8412,8412
648,704,8425,8425
649,704,8438,8438
650,704,8451,8451
651,704,8464,8464
652,736,8477,8477
653,736,8490,8490
654,736,8503,8503
655,736,8516,8516
656,704,8529,8529
657,704,8542,8542
658,704,8555,8555
659,736,8568,8568
660,704,8581,8581
661,736,8594,8594
662,704,8607,8607
663,704,8620,8620
664,704,8633,8633
665,704,8646,8646
666,704,8659,8659
667,704,8672,8672
668,736,8685,8685
669,704,8698,8698
670,736,8711,8711
671,672,8724,8724
672,736,8737,8737
673,768,8750,8750
674,736,8763,8763
675,736,8776,8776
676,736,8789,8789
677,736,8802,8802
678,768,8815,8815
679,736,8828,8828
680,736,8841,8841
681,704,8854,8854
682,704,8867,8867
683,704,8880,8880
684,736,8893,8893
685,1056,8906,8906
686,736,8919,8919
687,704,8932,8932
688,736,8945,8945
689,896,8958,8958
690,704,8971,8971
691,704,8984,8984
692,704,8997,8997
693,704,9010,9010
694,736,9023,9023
695,768,9036,9036
696,704,9049,9049
697,736,9062,9062
698,768,9075,9075
699,800,9088,9088
700,736,9101,9101
701,736,9114,9114
702,704,9127,9127
703,736,9140,9140
704,704,9153,9153
705,5333792,9166,9166
706,704,9179,9179
707,1024,9192,9192
708,992,9205,9205
709,704,9218,9218
710,736,9231,9231
711,736,9244,9244
712,736,9257,9257
713,832,9270,9270
714,704,9283,9283
715,704,9296,9296
716,736,9309,9309
717,736,9322,9322
718,672,9335,9335
719,704,9348,9348
720,736,9361,9361
721,736,9374,9374
722,768,9387,9387
723,736,9400,9400
724,704,9413,9413
725,704,9426,9426
726,704,9439,9439
727,736,9452,9452
728,704,9465,9465
729,704,9478,9478
730,736,9491,9491
731,704,9504,9504
732,736,9517,9517
733,736,9530,9530
734,704,9543,9543
735,736,9556,9556
736,736,9569,9569
737,704,9582,9582
738,864,9595,9595
739,704,9608,9608
740,704,9621,9621
741,704,9634,9634
742,704,9647,9647
743,704,9660,9660
744,704,9673,9673
745,704,9686,9686
746,704,9699,9699
747,704,9712,9712
748,704,9725,9725
749,704,9738,9738
750,704,9751,9751
751,736,9764,9764
752,704,9777,9777
753,736,9790,9790
754,704,9803,9803
755,832,9816,9816
756,704,9829,9829
757,736,9842,9842
758,736,9855,9855
759,704,9868,9868
760,960,9881,9881
761,736,9894,9894
762,704,9907,9907
763,736,9920,9920
764,704,9933,9933
765,704,9946,9946
766,704,9959,9959
767,736,9972,9972
768,704,9985,9985
769,704,9998,9998
770,704,10011,10011
771,768,10024,10024
772,672,10037,10037
773,736,10050,10050
774,704,10063,10063
775,704,10076,10076
776,704,10089,10089
777,704,10102,10102
778,704,10115,10115
779,704,10128,10128
780,704,10141,10141
781,704,10154,10154
782,704,10167,10167
783,704,10180,10180
784,704,10193,10193
785,736,10206,10206
786,704,10219,10219
787,736,10232,10232
788,704,10245,10245
789,704,10258,10258
790,704,10271,10271
791,704,10284,10284
792,704,10297,10297
793,704,10310,10310
794,736,10323,10323
795,704,10336,10336
796,704,10349,10349
797,704,10362,10362
798,704,10375,10375
799,704,10388,10388
800,704,10401,10401
801,704,10414,10414
802,704,10427,10427
803,704,10440,10440
804,704,10453,10453
805,704,10466,10466
806,704,10479,10479
807,704,10492,10492
808,704,10505,10505
809,704,10518,10518
810,736,10531,10531
811,736,10544,10544
812,736,10557,10557
813,704,10570,10570
814,704,10583,10583
815,704,10596,10596
816,704,10609,10609
817,704,10622,10622
818,704,10635,10635
819,736,10648,10648
820,704,10661,10661
821,704,10674,10674
822,704,10687,10687
823,736,10700,10700
824,736,10713,10713
825,800,10726,10726
826,704,10739,10739
827,704,10752,10752
828,704,10765,10765
829,704,10778,10778
830,704,10791,10791
831,704,10804,10804
832,704,10817,10817
833,704,10830,10830
834,704,10843,10843
835,736,10856,10856
836,736,10869,10869
837,704,10882,10882
838,704,10895,10895
839,736,10908,10908
840,736,10921,10921
841,704,10934,10934
842,704,10947,10947
843,704,10960,10960
844,704,10973,10973
845,736,10986,10986
846,736,10999,10999
847,704,11012,11012
848,736,11025,11025
849,736,11038,11038
850,704,11051,11051
851,704,11064,11064
852,736,11077,11077
853,736,11090,11090
854,704,11103,11103
855,736,11116,11116
856,704,11129,11129
857,704,11142,11142
858,672,11155,11155
859,704,11168,11168
860,704,11181,11181
861,704,11194,11194
862,704,11207,11207
863,704,11220,11220
864,736,11233,11233
865,704,11246,11246
866,704,11259,11259
867,704,11272,11272
868,704,11285,11285
869,704,11298,11298
870,704,11311,11311
871,736,11324,11324
872,704,11337,11337
873,736,11350,11350
874,704,11363,11363
875,672,11376,11376
876,704,11389,11389
877,736,11402,11402
878,768,11415,11415
879,736,11428,11428
880,672,11441,11441
881,736,11454,11454
882,704,11467,11467
883,704,11480,11480
884,704,11493,11493
885,704,11506,11506
886,704,11519,11519
887,704,11532,11532
888,736,11545,11545
889,704,11558,11558
890,704,11571,11571
891,704,11584,11584
892,704,11597,11597
893,704,11610,11610
894,704,11623,11623
895,704,11636,11636
896,704,11649,11649
897,704,11662,11662
898,704,11675,11675
899,704,11688,11688
900,704,11701,11701
901,736,11714,11714
902,704,11727,11727
903,704,11740,11740
904,736,11753,11753
905,736,11766,11766
906,704,11779,11779
907,704,11792,11792
908,704,11805,11805
909,704,11818,11818
910,736,11831,11831
911,704,11844,11844
912,704,11857,11857
913,768,11870,11870
914,704,11883,11883
915,704,11896,11896
916,704,11909,11909
917,704,11922,11922
918,704,11935,11935
919,704,11948,11948
920,704,11961,11961
921,736,11974,11974
922,736,11987,11987
923,736,12000,12000
924,704,12013,12013
925,736,12026,12026
926,704,12039,12039
927,736,12052,12052
928,736,12065,12065
929,704,12078,12078
930,672,12091,12091
931,704,12104,12104
932,704,12117,12117
933,736,12130,12130
934,672,12143,12143
935,704,12156,12156
936,704,12169,12169
937,736,12182,12182
938,704,12195,12195
939,704,12208,12208
940,704,12221,12221
941,704,12234,12234
942,736,12247,12247
943,704,12260,12260
944,704,12273,12273
945,704,12286,12286
946,704,12299,12299
947,736,12312,12312
948,704,12325,12325
949,704,12338,12338
950,736,12351,12351
951,704,12364,12364
952,704,12377,12377
953,736,12390,12390
954,704,12403,12403
955,704,12416,12416
956,736,12429,12429
957,736,12442,12442
958,736,12455,12455
959,704,12468,12468
960,960,12481,12481
961,736,12494,12494
962,704,12507,12507
963,704,12520,12520
964,704,12533,12533
965,704,12546,12546
966,704,12559,12559
967,736,12572,12572
968,736,12585,12585
969,736,12598,12598
970,704,12611,12611
971,704,12624,12624
972,736,12637,12637
973,704,12650,12650
974,704,12663,12663
975,736,12676,12676
976,704,12689,12689
977,736,12702,12702
978,704,12715,12715
979,704,12728,12728
980,704,12741,12741
981,672,12754,12754
982,704,12767,12767
983,704,12780,12780
984,704,12793,12793
985,704,12806,12806
986,704,12819,12819
987,704,12832,12832
988,704,12845,12845
989,704,12858,12858
990,704,12871,12871
991,736,12884,12884
992,736,12897,12897
993,704,12910,12910
994,704,12923,12923
995,704,12936,12936
996,736,12949,12949
997,736,12962,12962
998,704,12975,12975
999,704,12988,12988
1000,704,13001,13001
1001,704,13014,13014
1002,704,13027,13027
1003,704,13040,13040
1004,736,13053,13053
1005,704,13066,13066
1006,704,13079,13079
1007,704,13092,13092
1008,704,13105,13105
1009,704,13118,13118
1010,704,13131,13131
1011,736,13144,13144
1012,704,13157,13157
1013,736,13170,13170
1014,704,13183,13183
1015,736,13196,13196
1016,704,13209,13209
1017,736,13222,13222
1018,704,13235,13235
1019,704,13248,13248
1020,704,13261,13261
1021,704,13274,13274
1022,704,13287,13287
1023,736,13300,13300
1024,704,13313,13313
1025,800,13326,13326
1026,704,13339,13339
1027,672,13352,13352
1028,704,13365,13365
1029,704,13378,13378
1030,832,13391,13391
1031,736,13404,13404
1032,704,13417,13417
1033,704,13430,13430
1034,704,13443,13443
1035,704,13456,13456
1036,704,13469,13469
1037,704,13482,13482
1038,704,13495,13495
1039,704,13508,13508
1040,736,13521,13521
1041,704,13534,13534
1042,704,13547,13547
1043,736,13560,13560
1044,704,13573,13573
1045,704,13586,13586
1046,704,13599,13599
1047,704,13612,13612
1048,736,13625,13625
1049,704,13638,13638
1050,704,13651,13651
1051,704,13664,13664
1052,864,13677,13677
1053,704,13690,13690
1054,704,13703,13703
1055,704,13716,13716
1056,704,13729,13729
1057,768,13742,13742
1058,704,13755,13755
1059,704,13768,13768
1060,736,13781,13781
1061,736,13794,13794
1062,704,13807,13807
1063,736,13820,13820
1064,736,13833,13833
1065,704,13846,13846
1066,704,13859,13859
1067,704,13872,13872
1068,704,13885,13885
1069,672,13898,13898
1070,704,13911,13911
1071,704,13924,13924
1072,704,13937,13937
1073,736,13950,13950
1074,736,13963,13963
1075,704,13976,13976
1076,704,13989,13989
1077,672,14002,14002
1078,704,14015,14015
1079,704,14028,14028
1080,704,14041,14041
1081,704,14054,14054
1082,704,14067,14067
1083,736,14080,14080
1084,928,14093,14093
1085,704,14106,14106
1086,704,14119,14119
1087,704,14132,14132
1088,704,14145,14145
1089,864,14158,14158
1090,704,14171,14171
1091,704,14184,14184
1092,704,14197,14197
1093,736,14210,14210
1094,704,14223,14223
1095,704,14236,14236
1096,736,14249,14249
1097,704,14262,14262
1098,704,14275,14275
1099,736,14288,14288
1100,704,14301,14301
1101,704,14314,14314
1102,704,14327,14327
1103,704,14340,14340
1104,704,14353,14353
1105,704,14366,14366
1106,704,14379,14379
1107,672,14392,14392
1108,704,14405,14405
1109,704,14418,14418
1110,672,14431,14431
1111,672,14444,14444
1112,704,14457,14457
1113,704,14470,14470
1114,704,14483,14483
1115,704,14496,14496
1116,704,14509,14509
1117,704,14522,14522
1118,768,14535,14535
1119,736,14548,14548
1120,736,14561,14561
1121,704,14574,14574
1122,704,14587,14587
1123,704,14600,14600
1124,736,14613,14613
1125,704,14626,14626
1126,704,14639,14639
1127,704,14652,14652
1128,768,14665,14665
1129,704,14678,14678
1130,736,14691,14691
1131,672,14704,14704
1132,704,14717,14717
1133,704,14730,14730
1134,704,14743,14743
1135,704,14756,14756
1136,704,14769,14769
1137,704,14782,14782
1138,704,14795,14795
1139,736,14808,14808
1140,672,14821,14821
1141,704,14834,14834
1142,704,14847,14847
1143,704,14860,14860
1144,704,14873,14873
1145,704,14886,14886
1146,704,14899,14899
1147,704,14912,14912
1148,672,14925,14925
1149,736,14938,14938
1150,704,14951,14951
1151,704,14964,14964
1152,704,14977,14977
1153,704,14990,14990
1154,736,15003,15003
1155,672,15016,15016
1156,736,15029,15029
1157,704,15042,15042
1158,672,15055,15055
1159,704,15068,15068
1160,736,15081,15081
1161,704,15094,15094
1162,704,15107,15107
1163,704,15120,15120
1164,704,15133,15133
1165,704,15146,15146
1166,704,15159,15159
1167,704,15172,15172
1168,704,15185,15185
1169,704,15198,15198
1170,704,15211,15211
1171,736,15224,15224
1172,704,15237,15237
1173,704,15250,15250
1174,704,15263,15263
1175,704,15276,15276
1176,704,15289,15289
1177,704,15302,15302
1178,704,15315,15315
1179,704,15328,15328
1180,672,15341,15341
1181,704,15354,15354
1182,704,15367,15367
1183,704,15380,15380
1184,704,15393,15393
1185,704,15406,15406
1186,704,15419,15419
1187,672,15432,15432
1188,704,15445,15445
1189,704,15458,15458
1190,704,15471,15471
1191,704,15484,15484
1192,704,15497,15497
1193,704,15510,15510
1194,736,15523,15523
1195,704,15536,15536
1196,672,15549,15549
1197,672,15562,15562
1198,704,15575,15575
1199,704,15588,15588
1200,704,15601,15601
1201,704,15614,15614
1202,704,15627,15627
1203,768,15640,15640
1204,704,15653,15653
1205,704,15666,15666
1206,672,15679,15679
1207,672,15692,15692
1208,704,15705,15705
1209,800,15718,15718
1210,704,15731,15731
1211,704,15744,15744
1212,736,15757,15757
1213,736,15770,15770
1214,704,15783,15783
1215,704,15796,15796
1216,704,15809,15809
1217,704,15822,15822
1218,704,15835,15835
1219,704,15848,15848
1220,672,15861,15861
1221,704,15874,15874
1222,704,15887,15887
1223,704,15900,15900
1224,736,15913,15913
1225,768,15926,15926
1226,704,15939,15939
1227,704,15952,15952
1228,704,15965,15965
1229,704,15978,15978
1230,672,15991,15991
1231,704,16004,16004
1232,704,16017,16017
1233,736,16030,16030
1234,704,16043,16043
1235,736,16056,16056
1236,704,16069,16069
1237,704,16082,16082
1238,704,16095,16095
1239,704,16108,16108
1240,704,16121,16121
1241,704,16134,16134
1242,704,16147,16147
1243,736,16160,16160
1244,704,16173,16173
1245,704,16186,16186
1246,736,16199,16199
1247,704,16212,16212
1248,704,16225,16225
1249,704,16238,16238
1250,704,16251,16251
1251,672,16264,16264
1252,704,16277,16277
1253,704,16290,16290
1254,704,16303,16303
1255,704,16316,16316
1256,704,16329,16329
1257,704,16342,16342
1258,736,16355,16355
1259,736,16368,16368
1260,672,16381,16381
1261,704,16394,16394
1262,704,16407,16407
1263,736,16420,16420
1264,704,16433,16433
1265,704,16446,16446
1266,704,16459,16459
1267,736,16472,16472
1268,704,16485,16485
1269,704,16498,16498
1270,704,16511,16511
1271,672,16524,16524
1272,736,16537,16537
1273,704,16550,16550
1274,704,16563,16563
1275,704,16576,16576
1276,704,16589,16589
1277,704,16602,16602
1278,736,16615,16615
1279,704,16628,16628
1280,704,16641,16641
1281,736,16654,16654
1282,736,16667,16667
1283,704,16680,16680
1284,704,16693,16693
1285,736,16706,16706
1286,704,16719,16719
1287,672,16732,16732
1288,704,16745,16745
1289,704,16758,16758
1290,704,16771,16771
1291,736,16784,16784
1292,704,16797,16797
1293,704,16810,16810
1294,704,16823,16823
1295,704,16836,16836
1296,704,16849,16849
1297,704,16862,16862
1298,704,16875,16875
1299,704,16888,16888
1300,704,16901,16901
1301,704,16914,16914
1302,736,16927,16927
1303,704,16940,16940
1304,736,16953,16953
1305,704,16966,16966
1306,704,16979,16979
1307,704,16992,16992
1308,736,17005,17005
1309,704,17018,17018
1310,704,17031,17031
1311,736,17044,17044
1312,704,17057,17057
1313,704,17070,17070
1314,736,17083,17083
1315,704,17096,17096
1316,704,17109,17109
1317,736,17122,17122
1318,704,17135,17135
1319,704,17148,17148
1320,704,17161,17161
1321,704,17174,17174
1322,704,17187,17187
1323,704,17200,17200
1324,704,17213,17213
1325,704,17226,17226
1326,704,17239,17239
1327,672,17252,17252
1328,704,17265,17265
1329,736,17278,17278
1330,704,17291,17291
1331,704,17304,17304
1332,704,17317,17317
1333,704,17330,17330
1334,704,17343,17343
1335,704,17356,17356
1336,736,17369,17369
1337,704,17382,17382
1338,704,17395,17395
1339,704,17408,17408
1340,704,17421,17421
1341,672,17434,17434
1342,704,17447,17447
1343,704,17460,17460
1344,704,17473,17473
1345,704,17486,17486
1346,736,17499,17499
1347,704,17512,17512
1348,704,17525,17525
1349,704,17538,17538
1350,704,17551,17551
1351,704,17564,17564
1352,704,17577,17577
1353,704,17590,17590
1354,704,17603,17603
1355,704,17616,17616
1356,704,17629,17629
1357,704,17642,17642
1358,704,17655,17655
1359,672,17668,17668
1360,704,17681,17681
1361,704,17694,17694
1362,704,17707,17707
1363,704,17720,17720
1364,704,17733,17733
1365,704,17746,17746
1366,736,17759,17759
1367,736,17772,17772
1368,704,17785,17785
1369,736,17798,17798
