HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,28800,1,1
1,14464,28,28
2,1600,43,43
3,1408,58,58
4,2784,73,73
5,2944,88,88
6,864,103,103
7,704,118,118
8,21600,133,133
9,22400,148,148
10,7328,163,163
11,6336,178,178
12,736,233,233
13,15463392,250,250
