HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,36384,1,1
1,9600,16,16
2,768,29,29
3,768,42,42
4,768,55,55
5,768,68,68
6,768,81,81
7,768,94,94
8,736,107,107
9,736,120,120
10,864,133,133
11,768,146,146
12,11584,176,176
13,15428960,190,190
