HUD frame time nsec:,16668000

Range Index,Elapsed Time, First Event,Last Event
0,29728,1,1
1,9312,90,90
2,992,98,98
3,704,106,106
4,704,114,114
5,704,121,121
6,58688,135,135
7,57184,149,149
8,20768,163,163
9,19840,177,177
10,704,191,191
11,704,205,205
12,736,219,219
13,704,233,233
14,704,247,247
15,736,261,261
16,4320,275,275
17,7104,301,301
18,1504,336,336
19,15005152,353,353
